	text	DIALECT	IRONY
705	إيران.. الشرطة تعلن إحباط تفجير سيارة مفخخة في طهران https://t.co/nv1CVbtWtr	1	0.0
706	@LamarKamal99 شن نظرتك للبنات الي معندهنش سياره	4	0.0
707	بنك CPA: يمنح قرض للموظفين يصل لـ 300 مليون لشراء سيارة بالتقسيط https://t.co/18Hlj9CBkU	1	0.0
708	صفاقس: حريق يأتي على 14 سيارة .. https://t.co/RFfhX7m21K via @MediaPlusTN2	1	0.0
709	@eedl_ @6nufc عيد اطلع جايب لك سياره هديه https://t.co/nD7JGXiEDS	3	0.0
710	قبل انا اول وحدة تنزل من سيارة حتى لو مش شوري	4	0.0
711	اختيار مصنع طنجة لتصنيع أول سيارة هجينة المغرب https://t.co/UUyUtu2BRj	1	0.0
712	"سيارة مغربية 💯 ولا غالب إلاّ الله 🇲🇦

#المغرب
#الصحراء_الشرقية_ارض_مغربية https://t.co/ThA6Ek0U3K"	1	0.0
713	صفاقس: إخماد حريق بأرض بيضاء فيها 14 هيكل سيارة مستعملة @histoiredesfax https://t.co/2weKre3mt6	1	0.0
714	"قابس: وفاة شخص في حادث اصطدام سيّارة بدراجة ناريّة
https://t.co/Sm8JLUsFGl"	1	0.0
715	الحاجة الوحيدة المليحة فيها هي عندها محرك تاع سيشوار 😂😂😂😂	2	1.0
716	ان الله و ان اليه راجعون يا جزائر 💔	1	0.0
717	الزوالي مايدخلش هنا  يروح لحليب والسميد والزيت  هنا الماتريال لنا حنا صحاب دراهم  شبعانيين	2	0.0
718	صابونة ب 260 لالا لباس عام الخير ان شاء الله	2	1.0
719	فهمنا منين راح تولي 1000 مليار دولار ايييه دايم ربي في ملكه	2	1.0
720	أسعار جد معقولة رانا نستناو العلامات الأخرى جاك وشيري إن شاء الله بالتوفيق	2	0.0
721	مسؤول الجزائر القديه قلكم ماشي لازم تاكلوا اليغورت و مسؤول الجزائر الجديده طبقها	2	1.0
722	اللهم بلغنا رمضان لا فاقدين ولا مفقودين ياااااااارب 🤲	1	0.0
723	هذي اسعار الاستراد اما كي يبداو ينتجو فيهم في دزاير راح يهبط سعرهم بزااااف	1	0.0
723	هذي اسعار الاستراد اما كي يبداو ينتجو فيهم في دزاير راح يهبط سعرهم بزااااف	2	0.0
724	بلاد المافيا  أسعار خيالية  تفوق التوقيعات  فكرونة ليجوي   السعر الحقيقي لسيارة.  المضحكة هو 70مليون	1	1.0
724	بلاد المافيا  أسعار خيالية  تفوق التوقيعات  فكرونة ليجوي   السعر الحقيقي لسيارة.  المضحكة هو 70مليون	2	1.0
725	الله يا خذ فيكم الحق هذي سيارة لا تصلح حتى لتربية الدجاج فيها ب 260 مليون 🙂	1	1.0
725	الله يا خذ فيكم الحق هذي سيارة لا تصلح حتى لتربية الدجاج فيها ب 260 مليون 🙂	2	1.0
726	الشهرية تزيد ب300 الف.<br>واسعار السيارة تزيد ب300 مليون	2	1.0
727	والله حنا الزواولا عندنا فقط الزلط باحتساب كل الرسوم.ربي وكيلكم	2	1.0
728	لا أحد يسعد الشعب الجزائري.الا نفسه.المقاطعة تشفي الغليل .خليها تصدي	1	0.0
729	في المستقبل نطلب الأسعار اولا.ثم الاستفتاء لاستيرادها ام لا.عيب عليكم.البقاء للله	1	0.0
730	ضحكتو فينا العالم الله إنتقام منكوم شر إنتقام مغربي غيور على الأمة الاسلامية	1	0.0
730	ضحكتو فينا العالم الله إنتقام منكوم شر إنتقام مغربي غيور على الأمة الاسلامية	2	0.0
731	Wawawawawaw 22000 Dollar&#39;s قنية قالك 140 حصان فيراري الجزائر	1	1.0
731	Wawawawawaw 22000 Dollar&#39;s قنية قالك 140 حصان فيراري الجزائر	2	1.0
732	🥴🥴🥴🥴 شكون رح يشريهم حسبي الله ونعم الوكيل	1	0.0
732	🥴🥴🥴🥴 شكون رح يشريهم حسبي الله ونعم الوكيل	2	0.0
733	صدمة كبيرة لزوالي انتهى حلم شراء سيارة 😢	1	0.0
733	صدمة كبيرة لزوالي انتهى حلم شراء سيارة 😢	2	0.0
734	هذا كلام فاحش  لا يجوز قوله.+18,ويزي بلا قباحه والله ما تحشم	1	0.0
734	هذا كلام فاحش  لا يجوز قوله.+18,ويزي بلا قباحه والله ما تحشم	2	0.0
735	الحمد لله اخذت حقي في الحديد من العدس.شكراا لك يا العدس	1	1.0
735	الحمد لله اخذت حقي في الحديد من العدس.شكراا لك يا العدس	2	1.0
736	هدآآ اهبآل وجيآحآ . طمعتونآ ..  ...  شبعتونآ مقرووط ...😮	2	1.0
737	الي ماعجبوش يشري سامبول 2016 ب ميتين وخمسين مليون	2	0.0
738	واش من لغة يهدر<br>نص الغاشي  كفاهم والو يسيتت كي نساء<br>معدات السلامة	2	0.0
739	😤😤😤😠😠😤😢😢😢😢😪<br>الله يرحم الشعب الجزاير من هذه الاسعار . خليها تتصدى .	2	0.0
740	بربكم والله انني مصدوم كيف لعامل بسيط ان يشتري سيارة  لقد خدعتم الشعب ربي وكيلكم	1	0.0
741	هذي سيارة زعما هي الارخص ثمن لي راهم جاين الله يسطر	2	0.0
742	لمن استطاع اليها سبيل ، لا حول ولا قوة إلا بالله	1	0.0
743	حسبي الله ونعم الوكيل  فيكم ربي وكيلكم  إستعمار بمعنى الكلمة	1	0.0
744	ههههههههههههههههه هههههههههههههه ههههههههههههههههه ههههههههههههه ههههههههههههههه ههههههههههه 265 مليون هههههه	2	1.0
745	ويلي ويلي ويييلي، ههههخخخخهخخهخههه🤣😂🤣😂🤣😂 القوة الضاربة 🤣😂🤣😂🤣😂	2	1.0
746	وهدا وشبيه يتمرعش علينا و الشعب مفهمتش علاش يصفقو ....شياتين وبانديا ولاد لحرام...	2	1.0
747	الدولة لي تخدم الشغب مديرش عليه ظرائب ليهود ومدروهاش	2	0.0
748	نشري حمار خير ... غاليين على المواطن البسيط	2	1.0
749	الله يدلكم في خارج ماتسواش هكدا حبيتو تاكلونا	2	0.0
750	😂😂😂😂😂خدعونا ضنية سعر الفيات غير بي 75 او 85 مليون للمواطن البسيط، هاذي فيات ميش BM .	2	1.0
751	الله يغلقها في وجوهم ياكرف مزالك في النهب وصرقة تفو عليكم	2	0.0
752	نطالب بمنع استيراد السيارات لكثرة الحوادث المرورية	1	0.0
753	سخافات و تراهات  و استهزاء بالشعب الغلبان	1	0.0
754	ههههه 2 بورت ههههه زعقو علينا زعقو ههههه	2	1.0
755	يعطيك الصحة والله أسعار في متناول الجميع	1	0.0
755	يعطيك الصحة والله أسعار في متناول الجميع	2	0.0
756	الله يرحم السي عبد العزيز.<br><br>الشعب معاه اكسب و اركب و اسكن و حوس و زهى !!! 🤣	2	0.0
757	أين هو زبدى الدى وعد المستهلك بسيارات فى متناول المستهلك	1	0.0
758	روح عاود قرايتك راك كيما سلال متعرفش حتا تقرا ورقة بالعربية هل تعرف القراءة حقا 🤔🤔	2	0.0
759	بخروا بيهم يا المنافقين ماهو مش  تاع زوالي،	2	0.0
760	ربي وكيلكم واش ندير بسيارة ولا طيارة هذي 400مليون والناس تخدم بعشرة ألاف دينار	2	0.0
761	هذه من أسباب التضخم وأصبح الدينار لا قيمه له	1	0.0
762	في الجزائر ثمن السياره فيها في بلاد آخر تشتري طاءره	1	1.0
763	صفقة فاشلة لحكومة لا تعرف شى في القدرة الشرائية	1	0.0
764	هاذو حسبولنا الرسوم المتحركة لي تفرجناهم  كامل	2	1.0
765	حسبنا الله ونعم الوكيل أرجوا من كل رأى تعليقي يقول حسبنا الله ونعم الوكيل	1	0.0
766	اللهم اخرجنا من  هذا البلد الظالم أهله	1	0.0
767	جاء  فرحان   و يهدر  على أسعار خيالية.  لفيات  من اسواء سيارات اوروبيبه  ربي وكيلكم	2	0.0
768	الله لا تربحكم في هاد العواشر  😡😡	2	0.0
769	مناش نحوسو علا جديد افتحونا ندخلو من ليبيا فقط	2	0.0
770	الجزائر القديمة افضل و أرقى و اعز وكن هذه الجزائر  الجديدة في الاسم و العصر الحجري في الواقع	1	1.0
771	باذن الله  سوف تصدأ......ننتظر دخول جيلي...وكيوكيو...بكل بساطة  ماكانش مقلقين...	1	0.0
771	باذن الله  سوف تصدأ......ننتظر دخول جيلي...وكيوكيو...بكل بساطة  ماكانش مقلقين...	2	0.0
772	لقد تكسر حلم الشباب من اقتناء سيارة جديدة	1	0.0
773	خلونا نشرو سيارات من الإنترنت و نحوو القيود و الجمركة الباهضة متفرضش عليا فيات بسومة خيالية	1	0.0
773	خلونا نشرو سيارات من الإنترنت و نحوو القيود و الجمركة الباهضة متفرضش عليا فيات بسومة خيالية	2	0.0
774	والله عندو الحق السمسار الروحي كي قال وآله ماتركب فيها	2	0.0
775	اهدار للعملة الصعبة بدون فائدة للمواطن،  ستبقى السيارة حلم بهذه الاسعار الخيالية	1	0.0
776	ايه سمحلنا سي طحكوت بعتلنا اكسنت كي لوردة بموتور مارسيدس ب 200 مليون و قلنالك غالية	2	1.0
777	حسبي الله ونعم الوكيل سيادة الرئيس عبد المجيد تبون	1	0.0
778	فيات  تتربى وتكبر في عزكم ان شاء الله  رجعولنا الجزائر القديمة من فضلكم	1	1.0
778	فيات  تتربى وتكبر في عزكم ان شاء الله  رجعولنا الجزائر القديمة من فضلكم	2	1.0
779	لا يناسب الشعب هدا كل ما قدرتوا عليه شبعتونا كدب ونفاق المسلسل مستمر وشكون يشريها	1	0.0
780	أسعار خيالية تاع اغنياء ليس في متناول جميع فقط الاغنياء الله المستعان	1	0.0
780	أسعار خيالية تاع اغنياء ليس في متناول جميع فقط الاغنياء الله المستعان	2	0.0
781	لكان جاء السباط يجوز من التليفون لكان بعتلك فردة 44 على وجهك ربي وكيلكم	1	1.0
781	لكان جاء السباط يجوز من التليفون لكان بعتلك فردة 44 على وجهك ربي وكيلكم	2	1.0
784	حسبنا آلله ونعمة الوكيل فيكم يا حكومة العار بركت العواشر	1	0.0
785	ياتبون بهاذ العباد ماشكيتش تنهض الجزائر رزيق جاب بينا عامين وهو يخرط رمضان السلعة لاهبة	2	0.0
786	لمن جبتو هاد السيارات جبتوهم ليكوم الزوالي يخلص دج 20000 دج و انت تحكي على 3و4مليون	2	0.0
787	الله يرحمك يا شعب و مبروك عليك يا سمسار  .	1	1.0
788	كل شيء غالي حتى في أوروبا سومتها اكثر من الجزائر،  احمد ربنا على نعمة الأمن	2	0.0
789	لي عندو طبطابة يشدها لفيات أتبخرو بيها	2	1.0
790	يشريوها غير صحاب لكوستيمات زوالي فبلادنا غنات عليه شيخة جنية	2	1.0
791	روح حوس على واش تركب يازوالي،حكومة او دولة تبون ماشي في خدمتك.	2	1.0
792	و الله عيب عليكم... تمخض الجبل فأنجب فأرا... هذو سماسرة جدد و عندهم registre de commerce	1	1.0
792	و الله عيب عليكم... تمخض الجبل فأنجب فأرا... هذو سماسرة جدد و عندهم registre de commerce	2	1.0
793	قالك صايم  وفطرة على بصلة \  الله يسود لكم السعد \ ويعجبك الحال يضحك  تفووووووووووووو عليكم	2	1.0
794	شكون يشريها .260 مليون 🤔 . زدتو شعلتو السوق. للاسف . جيبو اقل من 5سنوات.	1	0.0
795	الناس لبصل ملقاتش باش تشريه. وانتوما تقولو 300مليون صح منكم	2	0.0
796	خلاص اليوم تخليت علا حلمي و سيارة أصبحت صعبة المنال.	1	0.0
796	خلاص اليوم تخليت علا حلمي و سيارة أصبحت صعبة المنال.	2	0.0
797	ربي وكيلكم.يعني كلمة السمسار ربحت وعود الحكومة	2	0.0
798	الناس ماصبتش  وش تكول شكون رايح يشري هذى السيارة	2	0.0
799	مبروك عليكم يازوالة وعيشو في الحلم الجزائر  الجديدة	2	0.0
800	😂😂😂😂 بوضبع لحمرا و لبعرا صفا !!	2	1.0
801	وحنا محتاجين لهذه سيارات بهذه الاسعار وحنا راتب لا يتعدى 2500دج انتم تستهزاء بشعب الجزائري	1	0.0
802	الله يرحمك يا شعب الجزائري مافيا جديدة	2	0.0
803	برويطة  ب 300 مليون المنذبة كبيرة و الميت فأر	2	1.0
804	كارثة 260 مليون تجيب بيها سيارة جيدة في الخارج	2	0.0
805	أسعارها خيالية جدا جدا  لا حول و لا قوة إلا بالله .	1	0.0
806	اذا مادرتوش للمواطن حق شراء سىيارات اقل من 15 سنة ، مادرنا والو ، هذون السيارات باينين شكون يشروها	2	0.0
807	سيارة فأرة ب 260 مليون ههههه<br>والله دولة المنكر صحيح	1	1.0
808	إيطاليا رابحة شركة فيات رابحة الدولة الجزائرية رابحة المواطن البسيط الله يرحمو؟؟؟؟؟؟؟؟؟؟؟؟؟؟	2	0.0
809	سيارات الخردة تع لحمرى و لبعر ى😂😂 مبروك عليكم	2	1.0
810	الله لاتربحكم لا في الدنيا ولا في الآخرة	2	0.0
811	من هذا المنبر نطلب السماح من السمسار الروجي ونطلب بخروجه من السجن ظهر انو صادق وراجل وقال كلمة حق	1	0.0
811	من هذا المنبر نطلب السماح من السمسار الروجي ونطلب بخروجه من السجن ظهر انو صادق وراجل وقال كلمة حق	2	0.0
812	هل هذي سيارات لفئة المتوسط 🤔🤔🤔🤔والله والله غير هذا شعب مسكين لاحول ولا قوة له يامصاصي دماء الشعب	1	0.0
813	هذا السعر غالي شكون لي يقدر يشري.	1	0.0
813	هذا السعر غالي شكون لي يقدر يشري.	2	0.0
814	"<a href=""http://www.youtube.com/results?search_query=%23%D8%B4%D8%BA%D9%84%D9%88"">#شغلو</a> هاشتاغ خليها تصدي الحاضر يعلم الغايب"	1	0.0
814	"<a href=""http://www.youtube.com/results?search_query=%23%D8%B4%D8%BA%D9%84%D9%88"">#شغلو</a> هاشتاغ خليها تصدي الحاضر يعلم الغايب"	2	0.0
815	باعوا البترول بثمن رخيص<br>ابيعوا السيارت بضعف الثمن الذي تباع به في اوربا	2	0.0
816	يوم عيد النضر عيد عميروش سي الحواس بن مهيدي حسيبة ليس عيد فيات الكفار احشمو تحيا الشهداء	1	0.0
816	يوم عيد النضر عيد عميروش سي الحواس بن مهيدي حسيبة ليس عيد فيات الكفار احشمو تحيا الشهداء	2	0.0
817	لهلا تربحكم عيشتو الشعب في احلام وفي اخير طفرتوها فيه	2	0.0
818	الدوام الله. الله. يرحمك يا مواطن. الله. يرحم الشهداء .	1	0.0
819	لوكان خلتوها تصدي فلاول قالك رخيسة ودرك قالك 260مليون للزوالي تحيا القديم	2	0.0
820	دوك نقاط البيع ابيعوهم للسماسرة برشوة.  امبعد تلقاها في السوق بسعر 350 . كيما العادة	2	0.0
821	اعلاش هاذ التكعرير تقول جينا نخطبو فيها ياو خليها تبور👎👎	2	1.0
822	يهدر ويستبن هد الوزير شغل راه ياكل فستاك تفوووو عليكم	2	1.0
823	في واحد النهار دخلت كيوكيو الى الجزائر 3 ب 100 مليون اااه	2	0.0
824	تلات ملايين يعني 300مليون يوجد كثير من الشعب يضنها 3ملاين دينار	1	0.0
825	ركبوها نتوما خيبة امل كبيرة ، ربي وكيلكم	2	0.0
826	هههه الطاليان راضعين الذيب بغاو يغيبولهالهم حنا عشرناهم 30عام يكرهونا وداروفينا الباطل معا راصا تع والديهم كلب	2	0.0
827	ترقبو السوق والايام المقبلة،الله يجيب المليح حسبنا الله.	1	0.0
827	ترقبو السوق والايام المقبلة،الله يجيب المليح حسبنا الله.	2	0.0
828	تخدم حياتك كامل ماجيبش سيارة كرهنا الطنوبيلات	2	0.0
829	والله عيب بلاد الشهداء ولات لعبه للحركه إنا لله وإنا إليه راجعون	1	0.0
829	والله عيب بلاد الشهداء ولات لعبه للحركه إنا لله وإنا إليه راجعون	2	0.0
830	اللي يسمعك مايفهم عليك والوا هذا وين بديت تتعلم الهدرة .	2	0.0
831	ويبقى حلم الزوالي في اقتناء السيارة جديدة الى يوم يبعثون ان شاء الله يكسبها فالجنة يتنعم	1	0.0
831	ويبقى حلم الزوالي في اقتناء السيارة جديدة الى يوم يبعثون ان شاء الله يكسبها فالجنة يتنعم	2	0.0
832	بوه عليكم رخيسةيقدرو كامل يشروها كامل عندنا كلية نبيعوها و نحيبو ها ساهلة ماهلة	2	1.0
833	الحمدالله لي مابعتش هربين راس القط التسرع موش مليح	2	1.0
834	بهذا السوما نقول لفيات تصبر عليا غير 10 سنوات نجمل شوي روحي ونجي نشري عليهم واحدة. 😂 😂😂	2	1.0
835	لاحول ولا قوة إلا بالله العلي العظيم	1	0.0
836	اتضح الامر زال الشك تيقن المرتابون انكشف الغطاء	1	0.0
837	انتهى الحلم بالنسبة للشهار لي كان يستنا سيارة صغيرةب150مليون .مبروك للسماسرة سوق السيارات المستعملة سينتعش في الايام المقبلة	1	0.0
838	عون بها صدرك  قوطي  270 مليون  خليها تتصدى	1	0.0
838	عون بها صدرك  قوطي  270 مليون  خليها تتصدى	2	0.0
839	انا مانيش فاهم هاذو المسؤلين عايشين مع الشعب في الجزائر  و لا عايشين في عالم وحدهم	2	0.0
840	الجزائري يشري السيارة بنفس السعر الذي يشتريه الايطالي ، الفرق فقط بين الأجرة الشهرية في كلا البلدين 😅😂😂😂😂	2	1.0
841	المواطن هو سباب كل الهم والتمرميد لوكان ماشي الشعب فرنسا ماتقعدش 130 سنة في الجزائر	2	0.0
842	260 مليون  زوج بلايص ....انا عندي 130	2	0.0
843	في الجنة انشاء الله نكسب وحدا خير من هذو لخرد	2	0.0
844	على حساب هاد الاسعار راه يزيد يطلع سوق مش يطيح 🫤🫤🫤	2	0.0
845	جعلوا الشعب يحلم واليوم يفيق على كارثة.......	1	0.0
846	نشالله الناس ما تشريش حتى يدخل الشينوي	2	0.0
847	Fiat 500 حتى في فرنسا لا يشتر ونها لانها صغيرة جدا و غالية	1	0.0
848	السيارات عيب او عار المزانبيق ارخص من الجزائر	1	0.0
849	راه غي يوقوق يااا طريقة التقديم يااا..	2	0.0
850	ليتني مابعت سيارتي تحشاتلي وانا نستنا جديد	1	0.0
850	ليتني مابعت سيارتي تحشاتلي وانا نستنا جديد	2	0.0
851	شكون هذا لي راه يهدر هكذا...  كلام غير مفهوم يااا لاطيف	1	0.0
851	شكون هذا لي راه يهدر هكذا...  كلام غير مفهوم يااا لاطيف	2	0.0
852	هذه سيارة ام طيارة و الله متحشموس	1	1.0
852	هذه سيارة ام طيارة و الله متحشموس	2	1.0
853	ڨووول والله  260. مليون برك. هاذي باطل ازربوا  غرقوا السوڨ  واستناونا نلمولكم هذا المبلغ  حتان عام 2034	2	1.0
854	كنا نستنو في تخفيضات شوي جابولنا سلعه نار تشعل خليها تصدي	2	0.0
855	سنعود الى الحمير والبغال الأن فهمت كيف أعيش في الجزائر الجديدة ويبقى الحنين مستمر الى الجزائر القديمة	1	0.0
856	شكر الله سعيكم يا &quot; حكومة &quot; .	1	1.0
857	الصين بنت مستشفى في 10 ايام،وزير الصناعة 3 سنوات لدراسة ملفات الاستيراد في شتى المجلات،و من بينها السيارات.	1	1.0
858	لجنة تدرس ولجنة تقيم ولجنة تنظر ولجنة تترصد ولجنة تتحرى ولجنة ...... إلخ.	1	0.0
859	عمي تبون إن شاء الله تفرح المواطن .. وتقضي على رؤوس الأفاعي اللي رجعو الآتوص بسعر 240 مليون	1	0.0
859	عمي تبون إن شاء الله تفرح المواطن .. وتقضي على رؤوس الأفاعي اللي رجعو الآتوص بسعر 240 مليون	2	0.0
860	تحس بلي التعليقات لا علاقة لها بالواقع	1	0.0
861	الخرطي × الخرطي = - 0 <br>الهدرة متجيبش السيارات	2	0.0
862	ستدخل السيارات و يطيح السوق و يطيح سعر الصرف بما انه سيقل الطلب على عملة السوق الموازية	1	0.0
862	ستدخل السيارات و يطيح السوق و يطيح سعر الصرف بما انه سيقل الطلب على عملة السوق الموازية	2	0.0
863	سقوط مدوي لاسعار السيارات الخردة، اخرجوا لنا شجعانكم  الطوموبيل تاع 40مليون ولات ب 200مليون	1	0.0
863	سقوط مدوي لاسعار السيارات الخردة، اخرجوا لنا شجعانكم  الطوموبيل تاع 40مليون ولات ب 200مليون	2	0.0
864	الحمد لله الذي بنعمته تتم الصالحات هذا رزق و فضل من الله فاحمدوا الله الوهاب الرزّاق	1	0.0
865	كان الله في عونك ما دمت في خدمة البلاد و العباد	1	0.0
866	عليه أفضل الصلاة والسلام عدد خلقه ورضا نفسه وزنة عرشه ومداد كلماته إلى يوم الدين	1	0.0
867	الله يرزقنا الهيبة والقمة والقوة والنصر والفوز بالجنة والنجاة من النار أمين يارب العالمين يا الله	1	0.0
868	الله يجيب الفتح والخير إن شاء الله	1	0.0
869	لا إله إلا الله محمد رسول الله رحمتك يارب العالمين يا الله	1	0.0
870	خفت سرلهم كما لوزين نتاع لحديد نتاع جيجل	2	0.0
871	نرجو ان تكون اسعار في متناول الجميع وخاصتا نحن الزواولاا	1	0.0
871	نرجو ان تكون اسعار في متناول الجميع وخاصتا نحن الزواولاا	2	0.0
872	عذبتونا أشد عذاب ولكن لن نفرح حتي ناري سعر	1	0.0
873	من يمر من هنا يصل على النبي صلى الله عليه و سلم اتكون حسنة جارية	1	0.0
874	علاه الصحافة لا تسأل عن الاسعار و تاريخ البيع  😒	1	0.0
875	نزيد ونسموه بوزيد ان شاء الله يكون كلامك صحيح برك	1	0.0
876	خلونا من الهدرة وبينو حنة يديكم الهدرة رانا شبعنا منها	1	0.0
877	ان شاء الله المواطن البسيط يفرح بسيارة 🤲	1	0.0
878	الله يسترنا و يحفظنا و يحفظ عمي تبون <br>تحيا الجزائر و الله يرحم شهدائنا الابرار	1	0.0
879	ان شاء الله كما حرمتونا من منحة البطالة يحرمكم رب من الشهادة	1	0.0
880	لولا غضب سيد الرئيس  ما كانت هاذه سرعة القرارات  وين كنتوا هاذه سنوات  الحقيقة هي أن الوزارة أصبحت مرهونة	1	0.0
881	هذا خبر مليح ويفرح. رب يوفقنا لما يحبه ويرضاه	1	0.0
881	هذا خبر مليح ويفرح. رب يوفقنا لما يحبه ويرضاه	2	0.0
882	لازم 60رخسة وكل ولاية رخسة لتسهيل على الشعب الراغب في الشراء	1	0.0
882	لازم 60رخسة وكل ولاية رخسة لتسهيل على الشعب الراغب في الشراء	2	0.0
883	اكدولي علي رونو ماكرون حب يخدم يخدم و لا يطبك	2	0.0
884	و35 لي مديتوها بي العدل وتاع المعريفه	2	0.0
885	المال لمشو مزكى و لمشو معشر شتوامشتوات يتهد وىخلف امليه	2	0.0
886	ربّما ، سوف ، سنرى ، في القريب العاجل، بحول الله٠	1	0.0
887	ورررراري ورررراري  انا ناضلي الشيب قبل ذلك في هذا الموضوع	2	0.0
888	شعب راه حاير في شكارة تاع حليب وخبزة	2	1.0
889	الصحافي بان لي كانه كريم بوسالم ربي يرحمه.وفي الحقيقة كاين بزاف صحفيين يشبهله.	2	0.0
890	ههههه صحاب السيارات خليها تصدي عندك هههههه	2	1.0
891	سمسور يا سمسور هيا الى نومي 😴😴😴	1	1.0
891	سمسور يا سمسور هيا الى نومي 😴😴😴	2	1.0
892	لي فاهم يفهمنا مالغرق بين الإعتماد النهائي للإستراد والرخسة المسبقة لاستراد	1	0.0
893	وزير فاشل دولة فاشلة انت كتجيب سيارة فيات عندك كوراج تروح بيها لتمنراست ؟؟؟	1	1.0
893	وزير فاشل دولة فاشلة انت كتجيب سيارة فيات عندك كوراج تروح بيها لتمنراست ؟؟؟	2	1.0
894	2023 الدولة مزالها تحكي على إمكانية إستراد سيارة 😂😂	1	1.0
895	وشمن وقت قياسي هههه مناش اغبياء عندكم 3 سنين وانتم تخرطو علينا	2	1.0
896	كل الشكر و التقدير لكل من رافق للوصول الى هذه المرحلة المتميزة و الحمد لله على التوفيق	1	0.0
897	أين هي علامة تويوتا من كل هاذه العلامان	1	0.0
898	🇩🇿🐄🏗️🍗🥩🥚🍼🦓 أبابا اباب اباب   انجاز 💩عظيم وبنة لا توصف	1	1.0
898	🇩🇿🐄🏗️🍗🥩🥚🍼🦓 أبابا اباب اباب   انجاز 💩عظيم وبنة لا توصف	2	1.0
899	اي تعليق سلبي فهو صادر من سمسار أو  حمار إشترى سيارة خردة بي 4 أضعاف من قيمتها <br>الصابر إينال	1	1.0
899	اي تعليق سلبي فهو صادر من سمسار أو  حمار إشترى سيارة خردة بي 4 أضعاف من قيمتها <br>الصابر إينال	2	1.0
900	الشعب خصه لابياس مرهيش متوفرة وغلاء<br>قطاع الغيار تلتهب في اسواق	1	0.0
900	الشعب خصه لابياس مرهيش متوفرة وغلاء<br>قطاع الغيار تلتهب في اسواق	2	0.0
901	مازال يستناو في الملفات باش يدرسوهم..... انزيدو واحد العام. والاسعار صادمة..!!!	1	1.0
901	مازال يستناو في الملفات باش يدرسوهم..... انزيدو واحد العام. والاسعار صادمة..!!!	2	1.0
902	طريق الشفافية الحقيقية المسؤولة المقننة و المدروسة جيدا هو الطريق الوحيد للنجاة بوطننا العزيز في كل الميادين و القطاعات.	1	0.0
903	هده هي انجازات الرئيس تبون ،  منح تصاريح لأستيراد السيارات أصبح انجاز عظيم.	1	1.0
903	هده هي انجازات الرئيس تبون ،  منح تصاريح لأستيراد السيارات أصبح انجاز عظيم.	2	1.0
904	الفائدة في السعر هل يعادل ما هو عند الدول المجاورة كتونس وليبيا. اما أسعار العصابة قلا اهمية لهذه الرخص	1	0.0
905	4 سنوات كاملة حتى تعطو تسريح بإستراد سيارات<br>الله ينعلكم	2	0.0
906	اللهم أجعل هذا البلد بلدا آمنا مطمئنا مزدهرا وأرزقه من الثمرات<br>اللهم زد و بارك	2	0.0
907	شكرا شكرا شكرا لرئيس عبد المجيد تبون و تحيا عمي تبون	1	0.0
907	شكرا شكرا شكرا لرئيس عبد المجيد تبون و تحيا عمي تبون	2	0.0
908	القافلة تسير و كلاب تنبح تحيا الجزائر تحيا تبون رئيس الجمهورية	1	0.0
908	القافلة تسير و كلاب تنبح تحيا الجزائر تحيا تبون رئيس الجمهورية	2	0.0
909	صحاب الشاحنات من نوع jac لي راكم تتكسلو ضك الجاك نتاعك تبيعو ب100 مليون هههههه	1	1.0
909	صحاب الشاحنات من نوع jac لي راكم تتكسلو ضك الجاك نتاعك تبيعو ب100 مليون هههههه	2	1.0
910	للأسف الشديد لا جديد يذكر في هذا الموضوع	1	0.0
911	لماذا مصنع كيا في باتنة و مصنع تيارت متوقفين عن العمل	1	0.0
912	المشكل في السعر الممول هو البنك لكنهم  يبيعوه بسعر السكوار	1	0.0
912	المشكل في السعر الممول هو البنك لكنهم  يبيعوه بسعر السكوار	2	0.0
913	الحمدلله بعد صبر طويل اللهم لك الحمد والشكر حتى ترضى ولك الحمد بعد الرضا ولك الحمد إذا رضيت	1	0.0
914	سالم عليكم وحوقوق جوندي العوشرية السوداء وقتاش اتمدوها	2	0.0
915	3, سنين نفس هدرة مروك يصنع ويصدر وانتم هدرو برك تبهديل والله	2	0.0
916	نرجو ان تكون الاسعار في متناول الجميع ، خاصة الزوالي	1	0.0
916	نرجو ان تكون الاسعار في متناول الجميع ، خاصة الزوالي	2	0.0
917	الله يرزقني و يرزق كل محروم ان شاء الله 🤲🤲🤲	1	0.0
918	انشاء الله والله تحير كنت في سوق غير خرد  ويقلك عطاوني 120مليون	1	0.0
918	انشاء الله والله تحير كنت في سوق غير خرد  ويقلك عطاوني 120مليون	2	0.0
919	كثر خير عمي تبون كي غضب عليكم وقالكم شوكون ڨالكم حبسو الاستراد	2	0.0
920	أسعار السيارات الجديدة ستبقى مرتفعة، شيء طبيعي و لكن الأهم هو توفير قطع الغيار الأصلية لا أحد يتكلم عليها	2	0.0
921	سوف ترون طوابير با أكياس من الفلوس سا ترون الفقر في الجزائر	1	1.0
922	ما المشكل فيما يخص مصنع كيا في باتنة. أمر محير فعلا	1	0.0
923	آلله الله الله الله الله الله أكبر مشاء لله  <br>تهنينا	1	0.0
923	آلله الله الله الله الله الله أكبر مشاء لله  <br>تهنينا	2	0.0
924	ههههههه من 27  مديتوا ا2 تاع وكلاء	1	0.0
924	ههههههه من 27  مديتوا ا2 تاع وكلاء	2	0.0
